Index,Customer Id,First Name,Last Name,Company,City,Country,Phone,Email,Subscription Date,Website,Notes
159,fe555662f6ed403,Katherine,Hopper,"Aperture, Oceanic and Vandelay",Lima,Peru,606-962-3254x711,katherine.hopper@umbrella.net,2020-05-17,https://www.hopper-wayne.net/,
160,587743995af0876,Linus,Lamarr,"Oceanic, Piper and Oceanic",Amsterdam,Netherlands,737-338-5312,linus.lamarr@tyrell.com,2023-05-02,https://www.lamarr-initech.biz/,
161,b21368799e6653c,Grace,Eich,"Globex, Northwind and Stark",Paris,France,827-401-2545,grace.eich@oceanic.net,2023-08-16,https://www.eich-acme.net/,
162,c35d4b9d87cd7c4,James,Tang,"Acme, Oceanic and Northwind",Kraków,Poland,894-108-7926x293,james.tang@oceanic.biz,2019-11-26,https://www.tang-hooli.org/,
163,98ff4b85339506b,Mary,Hopper,"Initech, Inc.",Amsterdam,Netherlands,838-114-6308,mary.hopper@northwind.com,2022-05-27,https://www.hopper-pied.net/,
164,aab3c28f60c9495,Linus,Perlman,Hooli & Cyberdyne,Porto,Portugal,460-537-5991,linus.perlman@sirius.org,2020-10-09,https://www.perlman-oceanic.org/,
165,7d243c67e988527,Radia,Perlman,Globex Holdings,Amsterdam,Netherlands,233-415-6001x116,radia.perlman@vandelay.biz,2019-11-15,https://www.perlman-northwind.io/,
166,831cfd61e4e6ada,Larry,Wilson,"Wayne, Pied and Cyberdyne",Åbo,Finland,768-529-9402,larry.wilson@soylent.com,2021-08-04,https://www.wilson-wonka.com/,
167,609fa7f761ea0e6,Annie,Wilson,Wayne Labs,Porto,Portugal,568-392-4440,annie.wilson@initech.org,2020-02-19,https://www.wilson-wayne.io/,
168,1b8ae7a0fa27c8e,Radia,Allen,Sirius & Sirius,Amsterdam,Netherlands,492-336-1126x287,radia.allen@pied.org,2021-07-24,https://www.allen-wayne.com/,
169,0e1689704dc102b,Guido,Johnson,Acme & Initech,Tallinn,Estonia,484-189-2916,guido.johnson@wayne.com,2021-07-28,https://www.johnson-aperture.biz/,
170,cd02df67d046d23,Brendan,Matsumoto,Sirius Works,Åbo,Finland,599-997-2908,brendan.matsumoto@sirius.biz,2020-04-02,https://www.matsumoto-massive.org/,
171,cecd731bf6b7f39,Frances,Gosling,Sirius Systems,Reykjavík,Iceland,873-301-7718x976,frances.gosling@wonka.org,2020-02-27,https://www.gosling-hooli.org/,
172,95b1f7f22a193c5,Yukihiro,Hamilton,Northwind & Hooli,Tallinn,Estonia,480-514-7267,yukihiro.hamilton@wonka.org,2021-05-17,https://www.hamilton-gringotts.io/,
173,d09416878ca409b,Guido,Thompson,Piper Group,Amsterdam,Netherlands,672-699-7760,guido.thompson@cyberdyne.io,2023-07-25,https://www.thompson-pied.net/,
174,46c986ad7f1017e,Bjarne,Wilson,Massive & Sirius,Porto,Portugal,282-943-2104x857,bjarne.wilson@stark.org,2021-12-25,https://www.wilson-cyberdyne.org/,
175,0a2dd0e999f956a,Margaret,Hopper,"Initech, Pied and Soylent",Łódź,Poland,755-232-8097,margaret.hopper@dynamic.org,2019-03-19,https://www.hopper-umbrella.net/,
176,70bcb46a3decdbd,Hedy,Lovelace,"Northwind, Initech and Gringotts",Kraków,Poland,865-865-2309,hedy.lovelace@massive.io,2019-01-15,https://www.lovelace-wayne.com/,
177,ea09dffd7924d88,Annie,Stroustrup,"Globex, Umbrella and Initech",Zürich,Switzerland,392-623-9188x214,annie.stroustrup@sirius.com,2023-10-19,https://www.stroustrup-hooli.net/,
178,d665f5ba7c9eb3a,Dennis,Thompson,Umbrella Systems,Sevilla,Spain,838-866-9835,dennis.thompson@wayne.com,2021-11-16,https://www.thompson-hooli.org/,
179,8c726a926e0b471,Guido,Stroustrup,Globex Labs,Åbo,Finland,876-492-4465,guido.stroustrup@acme.com,2019-04-04,https://www.stroustrup-oceanic.io/,
180,1c598f922e66924,Grace,Stroustrup,Aperture Labs,Bratislava,Slovakia,776-861-9582x795,grace.stroustrup@massive.net,2022-08-30,https://www.stroustrup-umbrella.org/,
181,872e8f70f75311b,Sophie,Matsumoto,Aperture & Sirius,Montréal,Canada,389-700-4392,sophie.matsumoto@cyberdyne.io,2023-07-05,https://www.matsumoto-aperture.org/,
182,9155dbc6109002d,Katherine,Lovelace,Pied & Cyberdyne,Tallinn,Estonia,453-495-8944,katherine.lovelace@oceanic.net,2022-07-16,https://www.lovelace-pied.org/,
183,eaea9f3a1f7ad93,Dennis,Easley,Gringotts Holdings,Nairobi,Kenya,873-564-6255x433,dennis.easley@wonka.io,2021-09-21,https://www.easley-initech.org/,
184,8f3d51f1c2d97df,Annie,Perlman,"Vandelay, Inc.",Porto,Portugal,339-719-7006,annie.perlman@stark.io,2022-12-19,https://www.perlman-globex.io/,
185,cc25cb50cf4ad87,Dennis,Eich,Piper Systems,Porto,Portugal,990-405-5598,dennis.eich@sirius.net,2023-08-25,https://www.eich-umbrella.com/,
186,c327d78ad29c809,Guido,Easley,"Tyrell, Wonka and Initech",Malmö,Sweden,683-474-8104x471,guido.easley@globex.org,2023-08-08,https://www.easley-northwind.io/,
187,3ff225a8a708d1d,Katherine,Liskov,Globex Works,København,Denmark,832-808-9904,katherine.liskov@cyberdyne.org,2019-06-25,https://www.liskov-wayne.net/,
188,0931de90e61836d,Larry,Wilson,Piper Group,København,Denmark,246-148-6263,larry.wilson@wonka.biz,2020-09-29,https://www.wilson-piper.org/,
189,c410c9518f89698,Barbara,Wall,Umbrella & Tyrell,Åbo,Finland,129-889-9053x399,barbara.wall@dynamic.org,2020-01-13,https://www.wall-massive.org/,
190,69e29a27ab5d8e9,Hedy,Torvalds,Hooli Partners,Genève,Switzerland,289-795-5804,hedy.torvalds@tyrell.net,2019-10-03,https://www.torvalds-wayne.com/,
191,07e813ecb67816c,Larry,Lamarr,Gringotts Works,Reykjavík,Iceland,977-849-4777,larry.lamarr@piper.biz,2019-01-08,https://www.lamarr-vandelay.io/,
192,c15133342280b3a,Hedy,Ritchie,Massive Group,Tallinn,Estonia,564-701-1444x254,hedy.ritchie@oceanic.com,2024-04-19,https://www.ritchie-vandelay.com/,
193,dea39013f96cc76,James,Wall,"Initech, Cyberdyne and Soylent",Malmö,Sweden,783-899-6794,james.wall@oceanic.com,2020-07-06,https://www.wall-wonka.com/,
194,015fcda136b3f09,Audrey,Thompson,Tyrell & Massive,Porto,Portugal,711-557-7272,audrey.thompson@aperture.net,2020-03-12,https://www.thompson-sirius.org/,VIP
195,50766b592bf98e1,Frances,Hejlsberg,Cyberdyne & Stark,Malmö,Sweden,848-227-5235x783,frances.hejlsberg@gringotts.biz,2022-07-28,https://www.hejlsberg-tyrell.net/,
196,9d3a4342ed1797e,Guido,Eich,"Hooli, Aperture and Vandelay",Malmö,Sweden,126-387-8586,guido.eich@initech.io,2023-03-10,https://www.eich-massive.biz/,
197,445c761c513783a,Margaret,Keller,Tyrell Works,Wien,Austria,822-686-9221,margaret.keller@soylent.net,2019-09-10,https://www.keller-wayne.com/,
198,62da7aa41886168,Guido,Hamilton,Tyrell Group,Łódź,Poland,313-509-7991x144,guido.hamilton@soylent.com,2024-06-11,https://www.hamilton-umbrella.net/,
199,c6d20efa2541d4a,Katherine,Hejlsberg,Cyberdyne Labs,Kraków,Poland,534-795-8450,katherine.hejlsberg@pied.org,2020-08-31,https://www.hejlsberg-tyrell.org/,
200,639683a60d89691,Ida,Allen,Sirius Labs,Kraków,Poland,156-597-9290,ida.allen@globex.net,2019-08-09,https://www.allen-initech.io/,
201,4289c11579c4a3b,Hedy,Allen,Initech Labs,Reykjavík,Iceland,931-635-6012x431,hedy.allen@sirius.io,2023-09-29,https://www.allen-umbrella.net/,
202,3673bedd2b5cf3c,Larry,Matsumoto,Wayne Partners,Amsterdam,Netherlands,659-642-4116,larry.matsumoto@northwind.io,2023-10-25,https://www.matsumoto-vandelay.io/,
203,fb462212476b2f6,Audrey,Rhodes,Hooli & Vandelay,Montréal,Canada,112-901-1125,audrey.rhodes@soylent.org,2023-09-27,https://www.rhodes-wonka.org/,
204,ab11c8e27625509,Dennis,Tang,Oceanic Systems,Paris,France,719-168-8409x681,dennis.tang@wonka.org,2023-02-26,https://www.tang-stark.org/,
205,6556c1395c71db3,Linus,Thompson,Piper Works,Bratislava,Slovakia,771-235-7479,linus.thompson@wayne.com,2021-07-17,https://www.thompson-globex.com/,
206,48f2aec826f4b7a,Larry,Gosling,Stark Partners,Lima,Peru,632-234-9582,larry.gosling@umbrella.net,2023-01-21,https://www.gosling-northwind.biz/,
207,e1f98fc764573bb,Grace,Stroustrup,Cyberdyne Partners,Amsterdam,Netherlands,255-675-3364x567,grace.stroustrup@piper.io,2020-01-21,https://www.stroustrup-vandelay.com/,
208,4f970bac37ee161,Ada,Tang,"Massive, Wayne and Stark",Sevilla,Spain,101-561-5182,ada.tang@globex.net,2021-06-25,https://www.tang-wonka.io/,
209,72005e8b03ee59e,Anders,Rossum,Vandelay Holdings,Sevilla,Spain,946-939-8476,anders.rossum@wayne.net,2021-07-09,https://www.rossum-soylent.org/,
210,d37743e0b20376b,Anders,Eich,Umbrella Group,Paris,France,415-174-5701x450,anders.eich@sirius.net,2019-07-12,https://www.eich-pied.net/,
211,3af99bab03d1cac,Dennis,Rossum,Massive Labs,Wien,Austria,782-472-7309,dennis.rossum@globex.org,2023-11-13,https://www.rossum-oceanic.net/,
212,dee01c46299817a,Katherine,Hamilton,"Acme, Inc.",Bratislava,Slovakia,266-692-8657,katherine.hamilton@umbrella.net,2019-11-04,https://www.hamilton-sirius.io/,
213,b3573ef40059175,Radia,Johnson,Massive Systems,Zürich,Switzerland,361-397-2906x964,radia.johnson@dynamic.org,2022-01-31,https://www.johnson-northwind.com/,
214,a8a15f246a2377a,Mary,Tang,Acme Works,Nairobi,Kenya,996-592-3286,mary.tang@vandelay.io,2021-09-25,https://www.tang-massive.net/,
215,3c558a1018c09cf,James,Torvalds,Northwind Labs,Sevilla,Spain,937-787-5686,james.torvalds@cyberdyne.biz,2020-06-22,https://www.torvalds-northwind.biz/,
216,02af71dcc42dcf6,Yukihiro,Keller,Cyberdyne Group,Amsterdam,Netherlands,687-644-9900x817,yukihiro.keller@aperture.org,2020-07-30,https://www.keller-hooli.org/,
217,dbcf20df9ea25ac,James,Eich,"Soylent, Sirius and Umbrella",東京,Japan,373-149-3772,james.eich@pied.com,2019-07-08,https://www.eich-umbrella.net/,
218,08d34e9193e85d3,Guido,Thompson,Aperture Labs,Москва,Russia,665-698-3863,guido.thompson@soylent.net,2022-04-04,https://www.thompson-dynamic.org/,
219,1c8184215032395,Yukihiro,Matsumoto,"Tyrell, Inc.",Malmö,Sweden,101-523-8863x550,yukihiro.matsumoto@gringotts.biz,2022-11-06,https://www.matsumoto-globex.com/,
220,1ace8189e098060,Annie,Rhodes,Cyberdyne Holdings,Sevilla,Spain,458-926-1771,annie.rhodes@hooli.net,2021-01-14,https://www.rhodes-piper.com/,
221,054489df1488416,Margaret,Johnson,Dynamic Labs,東京,Japan,269-618-4713,margaret.johnson@hooli.biz,2021-01-13,https://www.johnson-hooli.biz/,
222,74f37b66c64a27f,Ada,Rossum,"Massive, Inc.",Wien,Austria,604-533-1922x230,ada.rossum@wonka.com,2021-04-30,https://www.rossum-stark.io/,
223,a03bff51be3ad5b,Rasmus,Hejlsberg,Stark Partners,Wien,Austria,648-282-7476,rasmus.hejlsberg@northwind.io,2023-02-09,https://www.hejlsberg-aperture.net/,
224,90f1d5cf4b6baa8,Mary,Keller,Wayne & Wonka,Montréal,Canada,410-117-8165,mary.keller@oceanic.org,2020-11-26,https://www.keller-initech.net/,
225,a922a5faaa1e651,Barbara,Torvalds,Stark Works,東京,Japan,458-235-3442x569,barbara.torvalds@piper.io,2022-08-26,https://www.torvalds-sirius.io/,
226,7b4620d9c31aefd,Ida,Hopper,"Cyberdyne, Massive and Pied",Lima,Peru,484-370-4847,ida.hopper@massive.io,2020-07-04,https://www.hopper-piper.biz/,
227,e38177541bfb431,Radia,Tang,"Dynamic, Cyberdyne and Globex",Paris,France,778-518-6253,radia.tang@tyrell.io,2019-03-02,https://www.tang-globex.biz/,
228,c8d85200e77320b,Ken,Wilson,"Oceanic, Gringotts and Massive",Montréal,Canada,411-498-4830x398,ken.wilson@gringotts.com,2023-01-25,https://www.wilson-stark.biz/,
229,742996a2eeb7138,Ada,Liskov,Wayne Works,Kraków,Poland,554-426-2611,ada.liskov@pied.com,2019-09-29,https://www.liskov-initech.net/,
230,fa4bf5b0b7aeffe,Katherine,Hejlsberg,Vandelay Systems,Åbo,Finland,354-273-3376,katherine.hejlsberg@umbrella.biz,2022-01-22,https://www.hejlsberg-gringotts.org/,
231,8ea09f215c73a05,Sophie,Hopper,Stark Partners,Montréal,Canada,341-989-3910x975,sophie.hopper@pied.com,2022-02-23,https://www.hopper-vandelay.com/,
232,d2ea527d0359f26,Linus,Gosling,"Globex, Northwind and Sirius",Porto,Portugal,614-719-5640,linus.gosling@aperture.com,2021-02-12,https://www.gosling-hooli.net/,
233,a8bd37f13e816a0,Annie,Gosling,Initech Systems,Montréal,Canada,708-538-2513,annie.gosling@northwind.biz,2021-10-25,https://www.gosling-hooli.io/,
234,11cb04cf7782640,Annie,Liskov,Gringotts Systems,Porto,Portugal,966-823-4480x866,annie.liskov@cyberdyne.org,2024-03-30,https://www.liskov-dynamic.com/,
235,d452a74336e5a4e,Audrey,Johnson,Stark Holdings,Nairobi,Kenya,285-571-4546,audrey.johnson@piper.biz,2020-03-24,https://www.johnson-dynamic.io/,
236,77549071b81e27e,Brendan,Stroustrup,Cyberdyne Systems,Sevilla,Spain,896-908-6219,brendan.stroustrup@hooli.biz,2021-06-08,https://www.stroustrup-hooli.biz/,
237,1889c0f34f1d144,Margaret,Matsumoto,Oceanic Works,København,Denmark,952-583-1491x281,margaret.matsumoto@wonka.org,2019-08-27,https://www.matsumoto-initech.org/,
238,0bb877924a961a7,Guido,Hamilton,"Wayne, Umbrella and Vandelay",Reykjavík,Iceland,110-621-9690,guido.hamilton@piper.net,2023-09-11,https://www.hamilton-aperture.io/,
239,902d09926a10f60,Radia,Hejlsberg,Piper & Hooli,Amsterdam,Netherlands,390-428-1879,radia.hejlsberg@dynamic.net,2020-05-29,https://www.hejlsberg-globex.biz/,
240,1a3be6a6851939d,Hedy,Thompson,Sirius & Hooli,Åbo,Finland,335-666-1370x289,hedy.thompson@soylent.net,2024-05-08,https://www.thompson-acme.com/,
241,fc402fc427016e4,James,Lovelace,Umbrella & Wayne,Porto,Portugal,401-571-1154,james.lovelace@sirius.net,2019-11-05,https://www.lovelace-piper.org/,
242,88cce46cbb0671a,Guido,Lamarr,Vandelay Partners,Łódź,Poland,800-821-6284,guido.lamarr@gringotts.com,2021-06-01,https://www.lamarr-vandelay.io/,
243,14be27be59c8cc1,Barbara,Easley,"Umbrella, Inc.",Malmö,Sweden,175-147-6075x411,barbara.easley@pied.org,2024-06-11,https://www.easley-hooli.net/,
244,0bb814a25d3cf5c,Annie,Lerdorf,"Wayne, Pied and Umbrella",Paris,France,373-453-7020,annie.lerdorf@massive.org,2021-07-17,https://www.lerdorf-initech.io/,
245,3267eed8a55da7a,Ken,Liskov,"Wayne, Stark and Wonka",Porto,Portugal,340-831-7206,ken.liskov@acme.org,2022-03-21,https://www.liskov-stark.net/,
246,f2208fac1680041,Brendan,Liskov,Acme Systems,Porto,Portugal,969-664-7006x752,brendan.liskov@stark.com,2024-02-01,https://www.liskov-initech.io/,
247,b7712c1d05578e8,Anders,Johnson,"Soylent, Wayne and Globex",Åbo,Finland,555-767-8634,anders.johnson@northwind.net,2020-03-19,https://www.johnson-hooli.io/,
248,a32c3e3bd772e08,Radia,Rossum,Wonka Systems,Kraków,Poland,938-387-1861,radia.rossum@massive.biz,2022-05-08,https://www.rossum-hooli.biz/,
249,ddacc19779f7651,Anders,Wall,"Umbrella, Cyberdyne and Sirius",Genève,Switzerland,450-504-8726x988,anders.wall@vandelay.net,2023-11-05,https://www.wall-cyberdyne.net/,
250,1a9bc482bc2d31e,Hedy,Stroustrup,Soylent Works,Sevilla,Spain,152-134-3562,hedy.stroustrup@wonka.com,2022-11-22,https://www.stroustrup-soylent.com/,"prefers post
second line of the note"
251,35963f66e40f7a9,Hedy,Gosling,Gringotts Holdings,Genève,Switzerland,992-866-1499,hedy.gosling@umbrella.com,2021-11-16,https://www.gosling-northwind.biz/,
252,422bd2a5b1e4131,Anders,Allen,Gringotts Labs,東京,Japan,420-513-8865x797,anders.allen@acme.com,2023-08-06,https://www.allen-aperture.biz/,
253,7749ae80c9c6dc8,Rasmus,Hejlsberg,Gringotts Labs,København,Denmark,333-849-8638,rasmus.hejlsberg@soylent.com,2019-10-11,https://www.hejlsberg-northwind.io/,
254,29491585b80e003,Hedy,Stroustrup,"Vandelay, Wayne and Sirius",Bratislava,Slovakia,147-389-4399,hedy.stroustrup@umbrella.biz,2019-07-11,https://www.stroustrup-cyberdyne.biz/,
255,14a4b93b058b120,Katherine,Johnson,"Vandelay, Stark and Vandelay",Porto,Portugal,358-753-4450x660,katherine.johnson@wonka.biz,2019-11-12,https://www.johnson-dynamic.org/,
256,0dd0a432725c99c,Brendan,Gosling,"Sirius, Inc.",Bratislava,Slovakia,523-919-6177,brendan.gosling@tyrell.net,2023-11-27,https://www.gosling-stark.biz/,
257,519ad1f2c97aaf0,James,Torvalds,Piper Partners,Bratislava,Slovakia,217-442-1429,james.torvalds@globex.biz,2024-04-26,https://www.torvalds-wonka.net/,
258,e6f097bf9d94e0f,Ada,Lerdorf,Stark Systems,Kraków,Poland,847-278-2875x139,ada.lerdorf@sirius.org,2023-06-21,https://www.lerdorf-sirius.net/,
259,a3ab3801085919b,Linus,Matsumoto,Initech & Northwind,Tallinn,Estonia,474-909-4343,linus.matsumoto@acme.biz,2023-02-17,https://www.matsumoto-stark.net/,
260,6cc5c9d46f125d7,Frances,Rossum,"Dynamic, Vandelay and Acme",Sevilla,Spain,137-453-3371,frances.rossum@pied.io,2022-06-23,https://www.rossum-gringotts.com/,
261,a491512ce7a2adf,Radia,Wall,Northwind Labs,Amsterdam,Netherlands,456-873-7974x597,radia.wall@globex.com,2019-08-22,https://www.wall-hooli.biz/,
262,2bc8d0a6d845dc4,Ken,Torvalds,Wayne Group,Tallinn,Estonia,288-755-3110,ken.torvalds@globex.com,2024-01-17,https://www.torvalds-oceanic.net/,
263,6cc2fd002209fdf,Yukihiro,Torvalds,Sirius Labs,København,Denmark,424-164-3917,yukihiro.torvalds@pied.com,2020-06-24,https://www.torvalds-initech.org/,
264,58368b8f15c66c1,Sophie,Johnson,Vandelay Partners,Nairobi,Kenya,952-318-8006x410,sophie.johnson@oceanic.org,2023-04-29,https://www.johnson-soylent.io/,
265,44d0e380aed1035,Dennis,Johnson,Soylent Group,Łódź,Poland,649-750-8707,dennis.johnson@tyrell.com,2023-05-08,https://www.johnson-hooli.net/,
266,657b6d5c1d0da33,Bjarne,Thompson,"Massive, Globex and Vandelay",Amsterdam,Netherlands,210-908-4290,bjarne.thompson@dynamic.com,2019-07-31,https://www.thompson-initech.io/,
267,70321276eb714d9,Brendan,Thompson,Hooli Partners,Montréal,Canada,632-220-2901x274,brendan.thompson@massive.net,2021-10-17,https://www.thompson-soylent.com/,
268,da6dafe1d44a842,Anders,Easley,Wonka Works,Montréal,Canada,216-368-2673,anders.easley@stark.org,2021-03-19,https://www.easley-gringotts.io/,
269,aa0aba8ff0bfc3b,Margaret,Keller,"Umbrella, Gringotts and Umbrella",Lima,Peru,452-297-4743,margaret.keller@dynamic.net,2019-04-30,https://www.keller-tyrell.io/,
270,44f884204d39dec,Annie,Eich,"Stark, Inc.",Nairobi,Kenya,607-866-2517x871,annie.eich@oceanic.com,2022-02-15,https://www.eich-hooli.biz/,
271,d2eb6ef77177c43,Katherine,Lovelace,Vandelay Works,Amsterdam,Netherlands,750-495-3966,katherine.lovelace@cyberdyne.biz,2021-07-14,https://www.lovelace-oceanic.net/,
272,e34b7241cab7d9c,Audrey,Thompson,"Northwind, Umbrella and Gringotts",Москва,Russia,741-101-3191,audrey.thompson@globex.biz,2022-12-07,https://www.thompson-globex.biz/,
273,a865de05282dabf,Anders,Johnson,"Massive, Inc.",Lima,Peru,665-567-1790x559,anders.johnson@stark.io,2019-06-17,https://www.johnson-cyberdyne.biz/,
274,ac99c76fdb7875c,Barbara,Keller,"Massive, Tyrell and Sirius",Nairobi,Kenya,856-350-7015,barbara.keller@acme.com,2020-04-13,https://www.keller-stark.biz/,
275,a38ece43f53bec1,Dennis,Wall,Northwind Holdings,Åbo,Finland,339-761-2416,dennis.wall@aperture.io,2022-10-23,https://www.wall-massive.net/,
276,37b5ea1b0b2d5d5,Dennis,Ritchie,"Sirius, Tyrell and Initech",東京,Japan,221-602-3978x132,dennis.ritchie@umbrella.com,2020-09-18,https://www.ritchie-aperture.io/,
277,f2a6289f6742289,Katherine,Matsumoto,Piper Labs,Wien,Austria,549-204-8360,katherine.matsumoto@cyberdyne.com,2021-12-21,https://www.matsumoto-gringotts.net/,
278,52b8d38df10f748,Larry,Wall,"Wonka, Vandelay and Cyberdyne",Łódź,Poland,698-480-2997,larry.wall@globex.net,2022-11-21,https://www.wall-piper.org/,
279,7cec239b0a57afd,Rasmus,Hamilton,Wonka Systems,東京,Japan,547-282-9465x844,rasmus.hamilton@stark.org,2021-02-05,https://www.hamilton-globex.net/,
280,6a31e22627e9129,Radia,Rhodes,Dynamic Works,Wien,Austria,969-390-8405,radia.rhodes@oceanic.net,2023-08-31,https://www.rhodes-dynamic.org/,
281,b55db03d1c48ef3,Ada,Hamilton,Vandelay Labs,Wien,Austria,613-804-6359,ada.hamilton@vandelay.biz,2020-04-25,https://www.hamilton-gringotts.net/,
282,78dc32b1c38f8c4,Rasmus,Perlman,"Gringotts, Inc.",Wien,Austria,911-376-3447x221,rasmus.perlman@umbrella.biz,2019-12-20,https://www.perlman-cyberdyne.org/,
283,ee26b581da861e1,Ken,Tang,Aperture Labs,Åbo,Finland,642-841-1671,ken.tang@northwind.io,2023-10-01,https://www.tang-globex.org/,
284,3facda706322231,Ken,Tang,Stark Labs,Malmö,Sweden,209-995-7367,ken.tang@initech.com,2022-12-27,https://www.tang-oceanic.org/,
285,aed41a8447f5a36,Ken,Eich,Cyberdyne & Vandelay,Kraków,Poland,339-890-9937x696,ken.eich@aperture.io,2020-08-26,https://www.eich-acme.io/,
286,12437d0042eb2e4,Sophie,Matsumoto,Umbrella Systems,Reykjavík,Iceland,148-532-4052,sophie.matsumoto@piper.org,2023-07-21,https://www.matsumoto-soylent.io/,
287,a35307828335886,Sophie,Lamarr,Soylent Partners,Łódź,Poland,506-747-9798,sophie.lamarr@dynamic.org,2022-01-03,https://www.lamarr-aperture.biz/,
288,d5ff527242978a2,Ada,Eich,"Cyberdyne, Acme and Tyrell",Malmö,Sweden,183-872-5764x251,ada.eich@soylent.net,2024-06-06,https://www.eich-aperture.net/,
289,4340872a3aedf90,Ida,Matsumoto,Wayne Labs,Tallinn,Estonia,245-820-6865,ida.matsumoto@massive.com,2020-07-20,https://www.matsumoto-pied.biz/,
290,749c8b6a6b1ba7a,Margaret,Allen,Sirius Partners,Lima,Peru,104-705-9617,margaret.allen@umbrella.net,2023-05-17,https://www.allen-vandelay.org/,
291,3ae73f482232cfb,Margaret,Hejlsberg,Globex Partners,Bratislava,Slovakia,606-509-3322x983,margaret.hejlsberg@piper.org,2023-11-24,https://www.hejlsberg-soylent.biz/,VIP
292,35d466401c95ff7,Larry,Rossum,"Wonka, Oceanic and Wonka",København,Denmark,170-171-4436,larry.rossum@pied.net,2019-01-27,https://www.rossum-globex.io/,
293,97fe928cb8fa54b,Katherine,Lerdorf,Wayne & Wayne,Reykjavík,Iceland,884-941-1839,katherine.lerdorf@massive.net,2020-05-30,https://www.lerdorf-sirius.org/,
294,dc628e627b02bd2,Radia,Gosling,Oceanic Works,Łódź,Poland,958-476-4533x856,radia.gosling@oceanic.org,2023-01-08,https://www.gosling-oceanic.net/,
295,b50e761cdb8acb7,Margaret,Liskov,Northwind Partners,Paris,France,511-522-4749,margaret.liskov@vandelay.com,2024-04-17,https://www.liskov-cyberdyne.com/,
296,b6d85a68a081652,Dennis,Matsumoto,Tyrell Partners,東京,Japan,319-605-7085,dennis.matsumoto@piper.net,2024-04-19,https://www.matsumoto-gringotts.biz/,
297,c7fad4e893b01e2,Katherine,Torvalds,Soylent & Sirius,Reykjavík,Iceland,919-473-9127x475,katherine.torvalds@vandelay.org,2022-10-11,https://www.torvalds-gringotts.org/,
298,d2afe5d6740caf3,Radia,Keller,Soylent Systems,Genève,Switzerland,887-891-7817,radia.keller@aperture.biz,2022-10-01,https://www.keller-cyberdyne.io/,
299,37d2ed024e6adb5,James,Ritchie,"Piper, Massive and Aperture",Москва,Russia,310-593-9884,james.ritchie@vandelay.io,2020-08-05,https://www.ritchie-globex.net/,
300,7cf3790083b4280,Brendan,Lerdorf,Oceanic Systems,Москва,Russia,312-349-5635x374,brendan.lerdorf@pied.net,2019-05-19,https://www.lerdorf-initech.net/,
301,0ab51afebcbff3f,James,Tang,Initech & Soylent,Lima,Peru,505-898-4217,james.tang@acme.io,2022-10-21,https://www.tang-piper.biz/,
302,a7344f91d273aa3,Guido,Wilson,Wonka Holdings,東京,Japan,228-702-3706,guido.wilson@oceanic.org,2021-07-08,https://www.wilson-northwind.biz/,
303,d8ff2c28a495b79,Bjarne,Hopper,Massive Systems,Zürich,Switzerland,748-971-8789x771,bjarne.hopper@acme.com,2022-05-06,https://www.hopper-stark.biz/,
304,954186e2362aed1,Anders,Johnson,Cyberdyne Labs,Malmö,Sweden,287-743-3304,anders.johnson@wayne.net,2020-04-08,https://www.johnson-aperture.org/,
305,40ea49b694331a8,Ida,Lerdorf,Northwind Labs,København,Denmark,468-685-6108,ida.lerdorf@initech.net,2023-12-12,https://www.lerdorf-umbrella.biz/,
306,0b67fa89c46cbcf,Grace,Thompson,Stark Holdings,Москва,Russia,157-418-4574x557,grace.thompson@tyrell.net,2021-07-15,https://www.thompson-vandelay.biz/,
307,790959641911983,Guido,Torvalds,"Sirius, Sirius and Hooli",Kraków,Poland,468-692-4183,guido.torvalds@vandelay.io,2020-05-19,https://www.torvalds-initech.com/,
308,795fbc1f9117cd8,Guido,Lovelace,Dynamic Partners,Zürich,Switzerland,403-485-3586,guido.lovelace@piper.org,2020-10-16,https://www.lovelace-acme.com/,
309,949a991b1a54315,Hedy,Lerdorf,Wayne Group,Nairobi,Kenya,187-445-5817x914,hedy.lerdorf@wayne.io,2020-07-03,https://www.lerdorf-acme.io/,
310,e3c29d64738535d,Linus,Hamilton,Globex Partners,Wien,Austria,966-737-5312,linus.hamilton@wonka.org,2023-04-01,https://www.hamilton-soylent.biz/,
311,5a325b89158099a,Mary,Lovelace,"Cyberdyne, Dynamic and Gringotts",Tallinn,Estonia,226-885-2264,mary.lovelace@gringotts.net,2019-02-04,https://www.lovelace-tyrell.org/,
312,d242d24c122ca7c,Radia,Lamarr,Gringotts Systems,Montréal,Canada,882-834-2244x245,radia.lamarr@stark.io,2024-06-11,https://www.lamarr-wonka.net/,
313,d061938191e4998,Barbara,Hopper,Dynamic Group,Москва,Russia,286-338-2265,barbara.hopper@umbrella.io,2022-07-24,https://www.hopper-dynamic.net/,
314,e1dccc8f229fbfb,Anders,Wilson,Massive Works,Amsterdam,Netherlands,709-948-4156,anders.wilson@vandelay.io,2019-02-02,https://www.wilson-sirius.net/,
315,36769fe9742fb18,Sophie,Lamarr,"Hooli, Inc.",Montréal,Canada,469-524-7121x862,sophie.lamarr@initech.io,2021-09-28,https://www.lamarr-piper.io/,
316,a41b6565508fe82,Radia,Thompson,Hooli Works,Porto,Portugal,565-530-3029,radia.thompson@hooli.biz,2020-06-13,https://www.thompson-wonka.biz/,
